Year,Name,Position,Age,Club Name,League Name,Matches Played,Goals,Assists,Points
1990,Jürgen Klinsmann,Centre-Forward,25,Inter,Serie A,33,14,1,15
1990,Hans-Jörg Criens,Centre-Forward,29,Bor. M'gladbach,Bundesliga,26,12,3,15
1990,André Golke,Attacking Midfield,25,FC St. Pauli,2. Bundesliga,33,6,9,15
1990,Thomas Doll,Attacking Midfield,24,Hamburger SV,2. Bundesliga,33,4,11,15
1990,François Omam-Biyik,Centre-Forward,24,Stade Rennais,Ligue 1,38,14,0,14
1990,Enzo Scifo,Attacking Midfield,24,AJ Auxerre,Ligue 2,34,14,0,14
1990,Hristo Stoichkov,Left Winger,24,Barcelona,LaLiga,24,14,0,14
1990,Laurent Blanc,Centre-Back,24,Montpellier,Ligue 1,38,14,0,14
1990,Joao Paulo,Attack,25,Bari,Serie B,29,13,1,14
1990,Aljosa Asanovic,Central Midfield,24,FC Metz,Ligue 1,36,13,1,14
1990,Stefan Kuntz,Centre-Forward,27,1.FC K'lautern,2. Bundesliga,27,11,3,14
1990,Rainer Schütterle,Attacking Midfield,24,Karlsruher SC,2. Bundesliga,31,11,3,14
1990,Anthony Yeboah,Centre-Forward,24,E. Frankfurt,Bundesliga,26,8,6,14
1990,Karl Allgöwer,Central Midfield,33,VfB Stuttgart,Bundesliga,32,8,6,14
1990,Frank Hartmann,Attacking Midfield,29,Wattenscheid 09,Oberliga Westfalen,34,8,6,14
1990,Frank Ordenewitz,Centre-Forward,25,1.FC Köln,Bundesliga,31,7,7,14
1990,Chris Waddle,Attacking Midfield,29,Marseille,Ligue 1,35,6,8,14
1990,Armin Eck,Left Midfield,25,Hamburger SV,2. Bundesliga,32,5,9,14
1990,Toni Polster,Centre-Forward,26,Sevilla FC,LaLiga,35,13,0,13
1991,Marco van Basten,Centre-Forward,26,Milan,Serie A,31,25,11,36
1991,Stéphane Chapuisat,Centre-Forward,22,Bor. Dortmund,Bundesliga,37,20,11,31
1991,Jean-Pierre Papin,Centre-Forward,27,Marseille,Ligue 1,37,27,3,30
1991,Manolo,Centre-Forward,26,Atlético Madrid,LaLiga,36,27,0,27
1991,Fritz Walter,Centre-Forward,30,VfB Stuttgart,Bundesliga,38,22,4,26
1991,Marcus Marin,Centre-Forward,24,Stuttg. Kickers,Regionalliga Südwest,32,13,13,26
1991,George Weah,Centre-Forward,24,Monaco,Ligue 1,34,18,7,25
1991,Roberto Baggio,Second Striker,24,Juventus,Serie A,32,18,7,25
1991,Uwe Bein,Attacking Midfield,30,E. Frankfurt,Bundesliga,34,8,16,24
1991,Michael Spies,Attacking Midfield,25,Hansa Rostock,2. Bundesliga,38,13,10,23
1991,Fernando Hierro,Centre-Back,23,Real Madrid,LaLiga,37,21,1,22
1991,Anthony Yeboah,Centre-Forward,25,E. Frankfurt,Bundesliga,34,15,7,22
1991,Andreas Möller,Attacking Midfield,23,E. Frankfurt,Bundesliga,37,12,10,22
1991,Roland Wohlfarth,Centre-Forward,28,Bayern Munich,Bundesliga,29,17,3,20
1991,Maurizio Gaudino,Attacking Midfield,24,VfB Stuttgart,Bundesliga,38,8,12,20
1991,Francois Calderaro,Centre-Forward,27,FC Metz,Ligue 1,36,19,0,19
1991,Jorginho,Right-Back,26,B. Leverkusen,Bundesliga,37,5,14,19
1991,Michael Rummenigge,Attacking Midfield,27,Bor. Dortmund,Bundesliga,36,10,8,18
1991,Hristo Stoichkov,Left Winger,25,Barcelona,LaLiga,32,17,0,17
1991,Francesco Baiano,Second Striker,23,Foggia,Serie C - C,33,16,1,17
1991,Marco Bode,Left Winger,21,Werder Bremen,Bundesliga,32,12,5,17
1991,Bruno Labbadia,Centre-Forward,25,Bayern Munich,Bundesliga,30,10,7,17
1991,Stefan Effenberg,Central Midfield,22,Bayern Munich,Bundesliga,33,10,7,17
1991,Ronald Koeman,Sweeper,28,Barcelona,LaLiga,35,16,0,16
1991,Lothar Sippel,Centre-Forward,26,E. Frankfurt,Bundesliga,32,14,2,16
1991,Michael Tönnies,Centre-Forward,31,MSV Duisburg,3. Liga,33,13,3,16
1991,Frank Ordenewitz,Centre-Forward,26,1.FC Köln,Bundesliga,35,11,5,16
1991,Henri Fuchs,Centre-Forward,21,1.FC Köln,Bundesliga,34,10,6,16
1991,Demir Hotic,Centre-Forward,28,1.FC K'lautern,2. Bundesliga,38,10,6,16
1991,Ruud Gullit,Attacking Midfield,28,Milan,Serie A,26,7,9,16
1991,Careca,Centre-Forward,30,Napoli,Serie A,33,15,0,15
1991,Juan Antonio Pizzi,Centre-Forward,23,CD Tenerife,LaLiga2,34,15,0,15
1991,Fabrice Divert,Centre-Forward,24,Montpellier,Ligue 1,38,14,1,15
1991,Emilio Butragueño,Centre-Forward,28,Real Madrid,LaLiga,35,14,1,15
1991,Dieter Eckstein,Centre-Forward,27,1.FC Nuremberg,2. Bundesliga,36,12,3,15
1991,Dimitrios Moutas,Centre-Forward,23,Stuttg. Kickers,Regionalliga Südwest,32,12,3,15
1991,Ulf Kirsten,Centre-Forward,25,B. Leverkusen,Bundesliga,23,12,3,15
1991,Stefan Kuntz,Centre-Forward,28,1.FC K'lautern,2. Bundesliga,31,11,4,15
1991,Rainer Schütterle,Attacking Midfield,25,Karlsruher SC,2. Bundesliga,31,10,5,15
1991,André Golke,Attacking Midfield,26,1.FC Nuremberg,2. Bundesliga,38,7,8,15
1991,Chris Waddle,Attacking Midfield,30,Marseille,Ligue 1,35,7,8,15
1991,Thomas Kastenmaier,Right-Back,25,Bor. M'gladbach,Bundesliga,38,6,9,15
1991,Mehmet Scholl,Attacking Midfield,20,Karlsruher SC,2. Bundesliga,28,4,11,15
1991,Toni Polster,Centre-Forward,27,CD Logroñés,Spain,38,14,0,14
1991,Stéphane Paille,Centre-Forward,26,SM Caen,Ligue 2,38,14,0,14
1991,Abédi Pelé,Attacking Midfield,26,Marseille,Ligue 1,36,12,2,14
1991,Jörn Andersen,Centre-Forward,28,E. Frankfurt,Bundesliga,35,10,4,14
1991,Matthias Sammer,Sweeper,23,VfB Stuttgart,Bundesliga,33,9,5,14
1991,Daniele Massaro,Centre-Forward,30,Milan,Serie A,32,9,5,14
1991,Flemming Povlsen,Centre-Forward,24,Bor. Dortmund,Bundesliga,38,7,7,14
1992,Teddy Sheringham,Centre-Forward,26,Tottenham,Premier League,41,22,9,31
1992,Eric Cantona,Second Striker,26,Man Utd,Premier League,35,15,15,30
1992,Bebeto,Centre-Forward,28,Dep. La Coruña,Primera Federación - Gr. I,37,29,0,29
1992,Giuseppe Signori,Centre-Forward,24,Lazio,Serie A,32,26,3,29
1992,Roberto Baggio,Second Striker,25,Juventus,Serie A,27,21,7,28
1992,Andreas Thom,Centre-Forward,26,B. Leverkusen,Bundesliga,33,13,14,27
1992,Iván Zamorano,Centre-Forward,25,Real Madrid,LaLiga,34,26,0,26
1992,Anthony Yeboah,Centre-Forward,26,E. Frankfurt,Bundesliga,27,20,6,26
1992,Les Ferdinand,Centre-Forward,25,QPR,Championship,37,20,5,25
1992,Ulf Kirsten,Centre-Forward,26,B. Leverkusen,Bundesliga,33,20,5,25
1992,Brian Deane,Centre-Forward,24,Sheff Utd,Premier League,41,15,10,25
1992,Matt Le Tissier,Attacking Midfield,23,Southampton,Championship,40,15,10,25
1992,Alen Boksic,Centre-Forward,22,Marseille,Ligue 1,37,23,1,24
1992,Rubén Sosa,Centre-Forward,26,Inter,Serie A,28,20,4,24
1992,Andreas Herzog,Attacking Midfield,23,Werder Bremen,Bundesliga,33,10,14,24
1992,Abel Balbo,Centre-Forward,26,Udinese,Serie A,32,21,0,21
1992,Xavier Gravelaine,Centre-Forward,23,SM Caen,Ligue 2,35,20,1,21
1992,Jürgen Klinsmann,Centre-Forward,27,Monaco,Ligue 1,35,19,2,21
1992,Micky Quinn,Centre-Forward,30,Coventry,Championship,26,17,4,21
1992,Uwe Wegmann,Centre-Forward,28,VfL Bochum,Bundesliga,33,13,8,21
1992,Uwe Bein,Attacking Midfield,31,E. Frankfurt,Bundesliga,25,7,14,21
1992,Hristo Stoichkov,Left Winger,26,Barcelona,LaLiga,34,20,0,20
1992,Lyuboslav Penev,Centre-Forward,25,Valencia,LaLiga,34,20,0,20
1992,Dean Holdsworth,Centre-Forward,23,Wimbledon FC,League Two,36,19,1,20
1992,Rudi Völler,Centre-Forward,32,Marseille,Ligue 1,33,18,2,20
1992,Wynton Rufer,Centre-Forward,29,Werder Bremen,Bundesliga,32,17,3,20
1992,Alan Shearer,Centre-Forward,21,Blackburn,Championship,21,16,4,20
1992,David White,Right Winger,24,Man City,Premier League,42,16,4,20
1992,Stéphane Chapuisat,Centre-Forward,23,Bor. Dortmund,Bundesliga,27,15,5,20
1992,Mark Robins,Centre-Forward,22,Norwich,Championship,37,14,6,20
1992,Niall Quinn,Centre-Forward,25,Man City,Premier League,39,9,11,20
1992,Daniel Fonseca,Centre-Forward,22,Napoli,Serie A,31,16,3,19
1992,Ian Wright,Centre-Forward,28,Arsenal,Premier League,31,15,4,19
1992,Maurizio Ganz,Centre-Forward,23,Atalanta,Serie A,32,14,5,19
1992,Gabriel Batistuta,Centre-Forward,23,Fiorentina,Serie A,32,16,2,18
1992,Mark Hughes,Centre-Forward,28,Man Utd,Premier League,41,15,3,18
1992,Dean Saunders,Centre-Forward,28,Aston Villa,Premier League,41,14,4,18
1992,Mike Newell,Centre-Forward,27,Blackburn,Championship,40,13,5,18
1992,Paul Wilkinson,Centre-Forward,27,Middlesbrough,Championship,41,13,5,18
1992,Gianfranco Zola,Second Striker,25,Napoli,Serie A,33,12,6,18
1992,Franck Sauzée,Central Midfield,26,Marseille,Ligue 1,35,12,6,18
1992,Bruno Labbadia,Centre-Forward,26,Bayern Munich,Bundesliga,32,11,7,18
1992,Kevin Gallacher,Right Winger,25,Blackburn,Championship,29,11,7,18
1992,Sergey Kiryakov,Centre-Forward,22,Karlsruher SC,2. Bundesliga,29,11,7,18
1992,Pavel Hapal,Attacking Midfield,22,B. Leverkusen,Bundesliga,30,9,9,18
1992,Cuco Ziganda,Centre-Forward,25,Athletic,LaLiga,36,17,0,17
1992,Luis García,Centre-Forward,23,Atlético Madrid,LaLiga,29,17,0,17
1992,Chris Armstrong,Centre-Forward,21,Crystal Palace,Premier League,35,15,2,17
1992,Lee Chapman,Centre-Forward,32,Leeds,Championship,40,15,2,17
1992,Roberto Mancini,Second Striker,27,Sampdoria,Serie B,30,15,2,17
1993,Andy Cole,Centre-Forward,21,Newcastle,Premier League,40,34,13,47
1993,Romário,Centre-Forward,27,Barcelona,LaLiga,33,30,8,38
1993,Chris Sutton,Centre-Forward,20,Norwich,Championship,41,25,11,36
1993,Alan Shearer,Centre-Forward,22,Blackburn,Championship,40,31,4,35
1993,Matt Le Tissier,Attacking Midfield,24,Southampton,Championship,38,25,9,34
1993,Eric Cantona,Second Striker,27,Man Utd,Premier League,34,18,12,30
1993,Peter Beardsley,Second Striker,32,Newcastle,Premier League,35,21,8,29
1993,Ian Wright,Centre-Forward,29,Arsenal,Premier League,39,23,3,26
1993,Youri Djorkaeff,Attacking Midfield,25,Monaco,Ligue 1,35,20,5,25
1993,Mark Bright,Centre-Forward,31,Sheff Wed,Championship,40,19,6,25
1993,Stéphane Chapuisat,Centre-Forward,24,Bor. Dortmund,Bundesliga,30,17,8,25
1993,Hristo Stoichkov,Left Winger,27,Barcelona,LaLiga,34,16,9,25
1993,Davor Suker,Centre-Forward,25,Sevilla FC,LaLiga,34,24,0,24
1993,Roger Boli,Centre-Forward,27,Lens,Ligue 1,35,20,4,24
1993,Anthony Yeboah,Centre-Forward,27,E. Frankfurt,Bundesliga,22,18,6,24
1993,Les Ferdinand,Centre-Forward,26,QPR,Championship,36,16,8,24
1993,Marek Lesniak,Centre-Forward,29,Wattenscheid 09,Oberliga Westfalen,31,13,11,24
1993,Giuseppe Signori,Centre-Forward,25,Lazio,Serie A,24,23,0,23
1993,Meho Kodro,Centre-Forward,26,Real Sociedad,LaLiga,34,23,0,23
1993,Nicolas Ouédec,Centre-Forward,21,FC Nantes,Ligue 1,38,20,3,23
1993,Dean Holdsworth,Centre-Forward,24,Wimbledon FC,League Two,42,17,6,23
1993,Roberto Baggio,Second Striker,26,Juventus,Serie A,32,17,6,23
1993,Rod Wallace,Right Winger,23,Leeds,Championship,37,17,6,23
1993,Brian Deane,Centre-Forward,25,Leeds,Championship,41,11,12,23
1993,Ingo Anderbrügge,Left Midfield,29,FC Schalke 04,2. Bundesliga,34,9,12,21
1993,Stefan Kuntz,Centre-Forward,30,1.FC K'lautern,2. Bundesliga,26,18,2,20
1993,Franck Priou,Centre-Forward,29,Cannes,National 2 - Grp. A,32,18,2,20
1993,Toni Polster,Centre-Forward,29,1.FC Köln,Bundesliga,25,17,3,20
1993,Rubén Sosa,Centre-Forward,27,Inter,Serie A,28,16,4,20
1993,Sonny Anderson,Centre-Forward,22,Marseille,Ligue 1,20,16,4,20
1993,Ryan Giggs,Left Midfield,19,Man Utd,Premier League,38,13,7,20
1993,Ulf Kirsten,Centre-Forward,27,B. Leverkusen,Bundesliga,28,13,7,20
1993,Rodolfo Cardoso,Attacking Midfield,24,SC Freiburg,Bundesliga,33,12,8,20
1993,Ruel Fox,Right Winger,25,Newcastle,Premier League,39,9,11,20
1993,Ciriaco Sforza,Central Midfield,23,1.FC K'lautern,2. Bundesliga,29,8,12,20
1993,Gianfranco Zola,Second Striker,26,AC Parma,Serie B,33,18,1,19
1993,Paulo Sérgio,Right Winger,24,B. Leverkusen,Bundesliga,32,17,2,19
1993,Tony Cottee,Centre-Forward,27,Everton,Premier League,39,16,3,19
1993,Kevin Campbell,Centre-Forward,23,Arsenal,Premier League,37,15,4,19
1993,Karsten Bäron,Centre-Forward,20,Hamburger SV,2. Bundesliga,32,13,6,19
1993,Julen Guerrero,Attacking Midfield,19,Athletic,LaLiga,36,18,0,18
1993,Ruud Gullit,Attacking Midfield,30,Sampdoria,Serie B,31,15,3,18
1993,Alain Caveglia,Second Striker,25,FC Sochaux,Championnat National,38,14,4,18
1993,Teddy Sheringham,Centre-Forward,27,Tottenham,Premier League,19,13,5,18
1993,David Ginola,Left Winger,26,Paris SG,Ligue 1,38,13,5,18
1993,Christophe Lagrange,Attack,26,Angers SCO,Ligue 2,37,12,6,18
1993,Mark Hughes,Centre-Forward,29,Man Utd,Premier League,36,12,6,18
1993,Mehmet Scholl,Attacking Midfield,22,Bayern Munich,Bundesliga,27,11,7,18
1993,Paul Ince,Defensive Midfield,25,Man Utd,Premier League,39,8,10,18
1993,Bernd Schuster,Attacking Midfield,33,B. Leverkusen,Bundesliga,28,5,13,18
1994,Alan Shearer,Centre-Forward,23,Blackburn,Championship,42,34,13,47
1994,Matt Le Tissier,Attacking Midfield,25,Southampton,Championship,41,19,15,34
1994,Robbie Fowler,Centre-Forward,19,Liverpool,Premier League,42,25,8,33
1994,Les Ferdinand,Centre-Forward,27,QPR,Championship,37,24,9,33
1994,Mario Basler,Right Midfield,25,Werder Bremen,Bundesliga,33,20,12,32
1994,Jürgen Klinsmann,Centre-Forward,29,Tottenham,Premier League,41,20,11,31
1994,Iván Zamorano,Centre-Forward,27,Real Madrid,LaLiga,38,28,2,30
1994,Stan Collymore,Centre-Forward,23,Nottm Forest,Premier League,37,22,7,29
1994,Rudi Völler,Centre-Forward,34,B. Leverkusen,Bundesliga,30,16,13,29
1994,Gabriel Batistuta,Centre-Forward,25,Fiorentina,Serie A,32,26,1,27
1994,Patrice Loko,Centre-Forward,24,FC Nantes,Ligue 1,37,22,5,27
1994,Teddy Sheringham,Centre-Forward,28,Tottenham,Premier League,42,18,9,27
1994,Gianluca Vialli,Centre-Forward,29,Juventus,Serie A,30,17,9,26
1994,Rodolfo Cardoso,Attacking Midfield,25,SC Freiburg,Bundesliga,30,16,10,26
1994,Bryan Roy,Left Winger,24,Nottm Forest,Premier League,37,13,13,26
1994,Andreas Herzog,Attacking Midfield,25,Werder Bremen,Bundesliga,31,10,16,26
1994,Meho Kodro,Centre-Forward,27,Real Sociedad,LaLiga,35,25,0,25
1994,Andy Cole,Centre-Forward,22,Man Utd,Premier League,36,21,4,25
1994,Chris Sutton,Centre-Forward,21,Blackburn,Championship,40,15,10,25
1994,Abel Balbo,Centre-Forward,28,AS Roma,Serie A,32,22,2,24
1994,Toni Polster,Centre-Forward,30,1.FC Köln,Bundesliga,32,17,7,24
1994,Andreas Möller,Attacking Midfield,26,Bor. Dortmund,Bundesliga,30,14,10,24
1994,Heiko Herrlich,Centre-Forward,22,Bor. M'gladbach,Bundesliga,32,20,3,23
1994,Nicolas Ouédec,Centre-Forward,22,FC Nantes,Ligue 1,34,18,5,23
1994,Fabrizio Ravanelli,Centre-Forward,25,Juventus,Serie A,33,15,8,23
1994,Uwe Spies,Centre-Forward,26,SC Freiburg,Bundesliga,34,13,10,23
1994,Alain Caveglia,Second Striker,26,Le Havre AC,Ligue 1,34,20,2,22
1994,Marco Simone,Second Striker,25,Milan,Serie A,30,17,5,22
1994,Florian Maurice,Centre-Forward,20,Olympique Lyon,Ligue 1,34,15,6,21
1994,Japhet N'Doram,Centre-Forward,28,FC Nantes,Ligue 1,32,12,9,21
1994,Ruel Fox,Right Winger,26,Newcastle,Premier League,40,10,11,21
1994,Anthony Yeboah,Centre-Forward,28,E. Frankfurt,Bundesliga,32,19,1,20
1994,Pavel Kuka,Centre-Forward,25,1.FC K'lautern,2. Bundesliga,34,16,4,20
1994,Youri Djorkaeff,Attacking Midfield,26,Monaco,Ligue 1,33,14,6,20
1994,Dejan Savicevic,Attacking Midfield,27,Milan,Serie A,19,9,11,20
1994,Gianfranco Zola,Second Striker,27,AC Parma,Serie B,32,19,0,19
1994,Ruggiero Rizzitelli,Centre-Forward,26,Torino,Serie A,32,19,0,19
1994,Giuseppe Signori,Centre-Forward,26,Lazio,Serie A,27,17,2,19
1994,Ardian Kozniku,Centre-Forward,26,Cannes,National 2 - Grp. A,31,13,6,19
1994,Kevin Gallen,Centre-Forward,18,QPR,Championship,37,10,9,19
1994,Christophe Dugarry,Centre-Forward,22,G. Bordeaux,Ligue 2,32,9,10,19
1994,Franck Gava,Left Midfield,24,Olympique Lyon,Ligue 1,35,9,10,19
1994,Darren Anderton,Right Midfield,22,Tottenham,Premier League,37,5,14,19
1994,Ian Wright,Centre-Forward,30,Arsenal,Premier League,31,18,0,18
1994,Uwe Rösler,Centre-Forward,25,Man City,Premier League,31,15,3,18
1994,Stefan Kuntz,Centre-Forward,31,1.FC K'lautern,2. Bundesliga,28,14,4,18
1994,Peter Beardsley,Second Striker,33,Newcastle,Premier League,34,13,5,18
1994,Stéphane Chapuisat,Centre-Forward,25,Bor. Dortmund,Bundesliga,20,12,6,18
1994,Sonny Anderson,Centre-Forward,23,Monaco,Ligue 1,23,11,7,18
1994,David Zitelli,Centre-Forward,25,FC Metz,Ligue 1,31,9,9,18
1995,Alan Shearer,Centre-Forward,24,Blackburn,Championship,35,31,4,35
1995,Predrag Mijatović,Centre-Forward,26,Valencia,LaLiga,40,28,6,34
1995,Robbie Fowler,Centre-Forward,20,Liverpool,Premier League,38,28,5,33
1995,Juan Antonio Pizzi,Centre-Forward,27,CD Tenerife,LaLiga2,41,31,0,31
1995,Les Ferdinand,Centre-Forward,28,Newcastle,Premier League,37,25,6,31
1995,Giuseppe Signori,Centre-Forward,27,Lazio,Serie A,31,24,2,26
1995,Giovane Élber,Centre-Forward,22,VfB Stuttgart,Bundesliga,33,16,10,26
1995,Bebeto,Centre-Forward,31,Dep. La Coruña,Primera Federación - Gr. I,34,25,0,25
1995,Stan Collymore,Centre-Forward,24,Liverpool,Premier League,31,14,11,25
1995,Eric Cantona,Second Striker,29,Man Utd,Premier League,30,14,11,25
1995,George Weah,Centre-Forward,28,Milan,Serie A,26,11,14,25
1995,Igor Protti,Centre-Forward,27,Bari,Serie B,33,24,0,24
1995,Teddy Sheringham,Centre-Forward,29,Tottenham,Premier League,38,16,8,24
1995,Enrico Chiesa,Centre-Forward,24,Sampdoria,Serie B,27,22,1,23
1995,Alen Peternac,Centre-Forward,23,Real Valladolid,LaLiga2,38,22,0,22
1995,Harald Spörl,Right Midfield,28,Hamburger SV,2. Bundesliga,32,14,8,22
1995,Sonny Anderson,Centre-Forward,24,Monaco,Ligue 1,34,21,0,21
1995,Anto Drobnjak,Centre-Forward,26,SC Bastia,Ligue 2,36,20,1,21
1995,Dwight Yorke,Centre-Forward,23,Aston Villa,Premier League,35,17,4,21
1995,Chris Armstrong,Centre-Forward,24,Tottenham,Premier League,36,15,6,21
1995,Ryan Giggs,Left Midfield,21,Man Utd,Premier League,33,11,10,21
1995,Andreas Möller,Attacking Midfield,27,Bor. Dortmund,Bundesliga,23,8,13,21
1995,Steve McManaman,Right Midfield,23,Liverpool,Premier League,38,6,15,21
1995,Raúl,Second Striker,18,Real Madrid,LaLiga,40,19,1,20
1995,Gabriel Batistuta,Centre-Forward,26,Fiorentina,Serie A,31,19,0,19
1995,Florian Maurice,Centre-Forward,21,Olympique Lyon,Ligue 1,36,19,0,19
1995,Marco Branca,Centre-Forward,30,Inter,Serie A,31,19,0,19
1995,Fabrizio Ravanelli,Centre-Forward,26,Juventus,Serie A,26,12,7,19
1995,Mario Basler,Right Midfield,26,Werder Bremen,Bundesliga,30,11,8,19
1995,Roberto Baggio,Second Striker,28,Milan,Serie A,28,7,12,19
1995,Julio Salinas,Centre-Forward,33,Sporting Gijón,LaLiga2,38,18,0,18
1995,Sean Dundee,Centre-Forward,22,Karlsruher SC,2. Bundesliga,32,16,2,18
1995,Andrey Kanchelskis,Right Midfield,26,Everton,Premier League,32,16,2,18
1995,Jürgen Klinsmann,Centre-Forward,30,Bayern Munich,Bundesliga,32,16,2,18
1995,Michael Zorc,Defensive Midfield,32,Bor. Dortmund,Bundesliga,30,15,3,18
1995,Martin Dahlin,Centre-Forward,27,Bor. M'gladbach,Bundesliga,23,15,3,18
1995,Olaf Bodden,Centre-Forward,27,1860 Munich,3. Liga,31,14,4,18
1995,Mehmet Scholl,Attacking Midfield,24,Bayern Munich,Bundesliga,30,10,8,18
1995,Thomas Häßler,Attacking Midfield,29,Karlsruher SC,2. Bundesliga,34,8,10,18
1995,Fredi Bobic,Centre-Forward,23,VfB Stuttgart,Bundesliga,26,17,0,17
1995,Oliver Bierhoff,Centre-Forward,27,Udinese,Serie A,31,17,0,17
1995,Jordi Lardín,Left Winger,22,Espanyol,LaLiga2,37,17,0,17
1995,Dennis Bergkamp,Second Striker,26,Arsenal,Premier League,33,11,6,17
1995,Andy Cole,Centre-Forward,23,Man Utd,Premier League,34,11,6,17
1995,Ingo Anderbrügge,Left Midfield,31,FC Schalke 04,2. Bundesliga,27,9,8,17
1995,Peter Beardsley,Second Striker,34,Newcastle,Premier League,35,8,9,17
1995,Piotr Nowak,Attacking Midfield,30,1860 Munich,3. Liga,27,7,10,17
1995,Lyuboslav Penev,Centre-Forward,28,Atlético Madrid,LaLiga,37,16,0,16
1995,Davor Suker,Centre-Forward,27,Sevilla FC,LaLiga,32,16,0,16
1995,John Spencer,Centre-Forward,24,Chelsea,Premier League,28,13,3,16
1996,Ronaldo,Centre-Forward,19,Barcelona,LaLiga,37,34,10,44
1996,Alan Shearer,Centre-Forward,25,Newcastle,Premier League,31,25,7,32
1996,Fredi Bobic,Centre-Forward,24,VfB Stuttgart,Bundesliga,33,19,11,30
1996,Raúl,Second Striker,19,Real Madrid,LaLiga,42,21,8,29
1996,Giovane Élber,Centre-Forward,23,VfB Stuttgart,Bundesliga,31,17,11,28
1996,Filippo Inzaghi,Centre-Forward,22,Atalanta BC,Serie A,33,24,3,27
1996,Davor Suker,Centre-Forward,28,Real Madrid,LaLiga,38,24,3,27
1996,Dariusz Wosz,Attacking Midfield,27,VfL Bochum,Bundesliga,32,9,17,26
1996,Alfonso,Centre-Forward,23,Real Betis,LaLiga,41,25,0,25
1996,Les Ferdinand,Centre-Forward,29,Newcastle,Premier League,31,16,9,25
1996,Jürgen Klinsmann,Centre-Forward,31,Bayern Munich,Bundesliga,33,15,10,25
1996,Ian Wright,Centre-Forward,32,Arsenal,Premier League,35,23,1,24
1996,Vincenzo Montella,Centre-Forward,22,Sampdoria,Serie B,28,22,2,24
1996,Ulf Kirsten,Centre-Forward,30,B. Leverkusen,Bundesliga,29,22,2,24
1996,Toni Polster,Centre-Forward,32,1.FC Köln,Bundesliga,32,21,3,24
1996,Robbie Fowler,Centre-Forward,21,Liverpool,Premier League,32,18,5,23
1996,Krasimir Balakov,Attacking Midfield,30,VfB Stuttgart,Bundesliga,31,13,10,23
1996,Eric Cantona,Second Striker,30,Man Utd,Premier League,36,11,12,23
1996,Stéphane Guivarc'h,Centre-Forward,25,Stade Rennais,Ligue 1,36,22,0,22
1996,Rivaldo,Second Striker,24,Dep. La Coruña,Primera Federación - Gr. I,41,21,1,22
1996,Ole Gunnar Solskjaer,Centre-Forward,23,Man Utd,Premier League,33,18,4,22
1996,Sean Dundee,Centre-Forward,23,Karlsruher SC,2. Bundesliga,29,17,5,22
1996,Paulo Sérgio,Right Winger,27,B. Leverkusen,Bundesliga,33,17,5,22
1996,Andreas Herzog,Attacking Midfield,27,Werder Bremen,Bundesliga,29,15,7,22
1996,Japhet N'Doram,Centre-Forward,30,FC Nantes,Ligue 1,35,21,0,21
1996,Sonny Anderson,Centre-Forward,25,Monaco,Ligue 1,34,19,2,21
1996,Oli,Centre-Forward,24,Real Oviedo,LaLiga2,41,20,0,20
1996,Abel Balbo,Centre-Forward,30,AS Roma,Serie A,30,17,3,20
1996,Alain Caveglia,Second Striker,28,Olympique Lyon,Ligue 1,32,19,0,19
1996,David Zitelli,Centre-Forward,27,R. Strasbourg,Ligue 1,35,19,0,19
1996,Luis Enrique,Right Midfield,26,Barcelona,LaLiga,35,17,2,19
1996,Bernhard Winkler,Centre-Forward,30,1860 Munich,3. Liga,27,17,2,19
1996,Roberto Mancini,Second Striker,31,Sampdoria,Serie B,33,15,4,19
1996,Youri Djorkaeff,Attacking Midfield,28,Inter,Serie A,33,14,5,19
1996,Predrag Mijatović,Centre-Forward,27,Real Madrid,LaLiga,38,14,5,19
1996,Stéphane Chapuisat,Centre-Forward,27,Bor. Dortmund,Bundesliga,30,13,6,19
1996,George Weah,Centre-Forward,29,Milan,Serie A,28,13,6,19
1996,Andreas Möller,Attacking Midfield,28,Bor. Dortmund,Bundesliga,26,5,14,19
1996,Anto Drobnjak,Centre-Forward,27,SC Bastia,Ligue 2,33,18,0,18
1996,Fabrizio Ravanelli,Centre-Forward,27,Middlesbrough,Championship,33,16,2,18
1996,Jonathan Akpoborie,Centre-Forward,27,Hansa Rostock,2. Bundesliga,31,14,4,18
1996,Marco Bode,Left Winger,26,Werder Bremen,Bundesliga,33,10,8,18
1996,Mario Basler,Right Midfield,27,Bayern Munich,Bundesliga,27,8,10,18
1996,Dwight Yorke,Centre-Forward,24,Aston Villa,Premier League,37,17,0,17
1996,Christopher Ohen,Centre-Forward,25,SD Compostela,Segunda Federación - Gr. I,33,17,0,17
1996,Cuco Ziganda,Centre-Forward,29,Athletic,LaLiga,42,17,0,17
1996,Patrice Loko,Centre-Forward,26,Paris SG,Ligue 1,38,16,1,17
1996,Ion Vladoiu,Centre-Forward,27,1.FC Köln,Bundesliga,28,8,9,17
1996,Juan Esnáider,Centre-Forward,23,Atlético Madrid,LaLiga,35,16,0,16
1996,Jean-Pierre Papin,Centre-Forward,32,G. Bordeaux,Ligue 2,32,16,0,16
1997,Alessandro Del Piero,Second Striker,22,Juventus,Serie A,32,21,12,33
1997,Oliver Bierhoff,Centre-Forward,29,Udinese,Serie A,32,27,4,31
1997,Roberto Baggio,Second Striker,30,Bologna,Serie A,30,22,9,31
1997,Michael Owen,Centre-Forward,17,Liverpool,Premier League,36,18,12,30
