Year,Name,Position,Age,Club Name,League Name,Matches Played,Goals,Assists,Points
2011,Dimitri Payet,Attacking Midfield,25,LOSC Lille,Ligue 1,38,12,18,30
2011,Radamel Falcao,Centre-Forward,26,Atlético Madrid,LaLiga,34,28,1,29
2011,Álvaro Negredo,Centre-Forward,26,Sevilla FC,LaLiga,36,25,4,29
2011,Gareth Bale,Right Winger,22,Tottenham,Premier League,33,21,8,29
2011,Jackson Martínez,Centre-Forward,25,FC Porto,Liga Portugal,30,26,2,28
2011,Roberto Soldado,Centre-Forward,27,Valencia,LaLiga,35,24,4,28
2011,Juan Mata,Attacking Midfield,24,Chelsea,Premier League,35,12,16,28
2011,Marek Hamsik,Central Midfield,24,SSC Napoli,Serie A,38,11,17,28
2011,Antonio Di Natale,Centre-Forward,34,Udinese Calcio,Serie A,33,23,4,27
2011,Lima,Centre-Forward,29,Benfica,Liga Portugal,29,20,6,26
2011,Rubén Castro,Centre-Forward,31,Real Betis,LaLiga,34,18,8,26
2011,Theo Walcott,Right Winger,23,Arsenal,Premier League,32,14,12,26
2011,Thomas Müller,Second Striker,22,Bayern Munich,Bundesliga,28,13,13,26
2011,Francesco Totti,Second Striker,35,AS Roma,Serie A,34,12,14,26
2011,Marco Reus,Attacking Midfield,23,Bor. Dortmund,Bundesliga,32,14,11,25
2011,Carlos Vela,Right Winger,23,Real Sociedad,LaLiga,35,14,11,25
2012,Lionel Messi,Right Winger,25,Barcelona,LaLiga,32,46,13,59
2012,Cristiano Ronaldo,Centre-Forward,27,Real Madrid,LaLiga,34,34,11,45
2012,Robin van Persie,Centre-Forward,28,Man Utd,Premier League,38,26,15,41
2012,Zlatan Ibrahimović,Centre-Forward,30,Paris SG,Ligue 1,34,30,10,40
2012,Stefan Kießling,Centre-Forward,28,B. Leverkusen,Bundesliga,34,25,10,35
2012,Luis Suárez,Centre-Forward,25,Liverpool,Premier League,33,23,11,34
2012,Edinson Cavani,Centre-Forward,25,SSC Napoli,Serie A,34,29,3,32
2012,Robert Lewandowski,Centre-Forward,23,Bor. Dortmund,Bundesliga,31,24,7,31
2012,Pierre-Emerick Aubameyang,Centre-Forward,23,Saint-Étienne,Ligue 2,37,19,12,31
2012,Dimitri Payet,Attacking Midfield,25,LOSC Lille,Ligue 1,38,12,18,30
2012,Radamel Falcao,Centre-Forward,26,Atlético Madrid,LaLiga,34,28,1,29
2012,Álvaro Negredo,Centre-Forward,26,Sevilla FC,LaLiga,36,25,4,29
2012,Gareth Bale,Right Winger,22,Tottenham,Premier League,33,21,8,29
2012,Jackson Martínez,Centre-Forward,25,FC Porto,Liga Portugal,30,26,2,28
2012,Roberto Soldado,Centre-Forward,27,Valencia,LaLiga,35,24,4,28
2012,Juan Mata,Attacking Midfield,24,Chelsea,Premier League,35,12,16,28
2012,Marek Hamsik,Central Midfield,24,SSC Napoli,Serie A,38,11,17,28
2012,Antonio Di Natale,Centre-Forward,34,Udinese Calcio,Serie A,33,23,4,27
2012,Lima,Centre-Forward,29,Benfica,Liga Portugal,29,20,6,26
2012,Rubén Castro,Centre-Forward,31,Real Betis,LaLiga,34,18,8,26
2012,Theo Walcott,Right Winger,23,Arsenal,Premier League,32,14,12,26
2012,Thomas Müller,Second Striker,22,Bayern Munich,Bundesliga,28,13,13,26
2012,Francesco Totti,Second Striker,35,AS Roma,Serie A,34,12,14,26
2012,Marco Reus,Attacking Midfield,23,Bor. Dortmund,Bundesliga,32,14,11,25
2012,Carlos Vela,Right Winger,23,Real Sociedad,LaLiga,35,14,11,25
2012,Franck Ribéry,Left Winger,29,Bayern Munich,Bundesliga,27,10,15,25
2012,Mesut Özil,Attacking Midfield,23,Real Madrid,LaLiga,32,9,16,25
2012,Romelu Lukaku,Centre-Forward,19,West Brom,Championship,35,17,7,24
2012,Jérémie Aliadière,Centre-Forward,29,FC Lorient,Ligue 1,31,15,9,24
2012,Santi Cazorla,Central Midfield,27,Arsenal,Premier League,38,12,12,24
2012,Karim Benzema,Centre-Forward,24,Real Madrid,LaLiga,30,11,13,24
2012,Jakub Blaszczykowski,Right Winger,26,Bor. Dortmund,Bundesliga,27,11,13,24
2012,Christian Benteke,Centre-Forward,21,Aston Villa,Premier League,34,19,4,23
2012,Carlos Tevez,Second Striker,28,Man City,Premier League,34,11,12,23
2012,Cesc Fàbregas,Central Midfield,25,Barcelona,LaLiga,32,11,12,23
2012,Eden Hazard,Left Winger,21,Chelsea,Premier League,34,9,14,23
2012,Darío Cvitanich,Centre-Forward,28,OGC Nice,Ligue 1,29,19,3,22
2012,Rickie Lambert,Centre-Forward,30,Southampton,Championship,38,15,7,22
2012,Wayne Rooney,Centre-Forward,26,Man Utd,Premier League,27,12,10,22
2012,Mario Götze,Attacking Midfield,20,Bor. Dortmund,Bundesliga,28,10,12,22
2012,Michu,Second Striker,26,Swansea,Championship,35,18,3,21
2012,Stephan El Shaarawy,Left Winger,19,AC Milan,Serie A,37,16,5,21
2012,Gonzalo Higuaín,Centre-Forward,24,Real Madrid,LaLiga,28,16,5,21
2012,Lukas Podolski,Second Striker,27,Arsenal,Premier League,33,11,10,21
2012,Diego Costa,Centre-Forward,23,Atlético Madrid,LaLiga,31,10,11,21
2012,Piti,Attacking Midfield,31,Rayo Vallecano,LaLiga,35,18,2,20
2012,Óscar Cardozo,Centre-Forward,29,Benfica,Liga Portugal,25,17,3,20
2012,Bafétimbi Gomis,Centre-Forward,26,Olympique Lyon,Ligue 1,37,16,4,20
2012,Wissam Ben Yedder,Centre-Forward,21,Toulouse,Ligue 1,34,15,5,20
2012,Erik Lamela,Right Winger,20,AS Roma,Serie A,33,15,5,20
2013,Luis Suárez,Centre-Forward,26,Liverpool,Premier League,33,31,17,48
2013,Cristiano Ronaldo,Centre-Forward,28,Real Madrid,LaLiga,30,31,11,42
2013,Zlatan Ibrahimović,Centre-Forward,31,Paris SG,Ligue 1,33,26,15,41
2013,Lionel Messi,Right Winger,26,Barcelona,LaLiga,31,28,11,39
2013,Daniel Sturridge,Centre-Forward,23,Liverpool,Premier League,29,22,9,31
2013,Luca Toni,Centre-Forward,36,Hellas Verona,Serie A,34,20,11,31
2013,Alexis Sánchez,Centre-Forward,24,Barcelona,LaLiga,34,19,12,31
2013,Diego Costa,Centre-Forward,24,Atlético Madrid,LaLiga,35,27,3,30
2013,Robert Lewandowski,Centre-Forward,24,Bor. Dortmund,Bundesliga,33,20,10,30
2013,Marco Reus,Attacking Midfield,24,Bor. Dortmund,Bundesliga,30,16,14,30
2013,Yaya Touré,Central Midfield,30,Man City,Premier League,35,20,9,29
2013,Wayne Rooney,Centre-Forward,27,Man Utd,Premier League,29,17,12,29
2013,Roberto Firmino,Centre-Forward,21,TSG Hoffenheim,Bundesliga,33,16,12,28
2013,Carlos Vela,Right Winger,24,Real Sociedad,LaLiga,37,16,12,28
2013,Gareth Bale,Right Winger,23,Real Madrid,LaLiga,27,15,13,28
2013,Steven Gerrard,Central Midfield,33,Liverpool,Premier League,34,13,15,28
2013,Karim Benzema,Centre-Forward,25,Real Madrid,LaLiga,35,17,10,27
2013,Sergio Agüero,Centre-Forward,25,Man City,Premier League,23,17,10,27
2013,Carlos Tevez,Second Striker,29,Juventus,Serie A,34,19,7,26
2013,Ciro Immobile,Centre-Forward,23,Torino,Serie A,33,22,3,25
2013,Olivier Giroud,Centre-Forward,26,Arsenal,Premier League,36,16,9,25
2013,Aritz Aduriz,Centre-Forward,32,Athletic,LaLiga,31,16,9,25
2013,Pedro,Right Winger,25,Barcelona,LaLiga,37,15,10,25
2013,Mario Mandzukic,Centre-Forward,27,Bayern Munich,Bundesliga,30,18,6,24
2013,Rodrigo Palacio,Centre-Forward,31,Inter,Serie A,37,17,7,24
2013,Gonzalo Higuaín,Centre-Forward,25,SSC Napoli,Serie A,32,17,7,24
2013,Vincent Aboubakar,Centre-Forward,21,FC Lorient,Ligue 1,35,16,8,24
2013,Edin Dzeko,Centre-Forward,27,Man City,Premier League,31,16,8,24
2013,Derley,Centre-Forward,25,Marítimo,Liga Sabseg,30,16,8,24
2013,Thomas Müller,Second Striker,23,Bayern Munich,Bundesliga,31,13,11,24
2013,Rickie Lambert,Centre-Forward,31,Southampton,Championship,37,13,11,24
2013,Alessio Cerci,Right Winger,25,Torino,Serie A,37,13,11,24
2013,Ivan Rakitic,Central Midfield,25,Sevilla FC,LaLiga,34,12,12,24
2013,Jackson Martínez,Centre-Forward,26,FC Porto,Liga Portugal,30,20,3,23
2013,Romelu Lukaku,Centre-Forward,20,Chelsea,Premier League,33,15,8,23
2013,Eden Hazard,Left Winger,22,Chelsea,Premier League,35,14,9,23
2013,Carlos Bacca,Centre-Forward,26,Sevilla FC,LaLiga,35,14,9,23
2013,Max Kruse,Second Striker,25,Bor. M'gladbach,Bundesliga,34,12,11,23
2013,Domenico Berardi,Right Winger,18,Sassuolo,Serie A,29,16,6,22
2013,Adrián Ramos,Centre-Forward,27,Hertha BSC,2. Bundesliga,32,16,6,22
2013,José Callejón,Right Winger,26,SSC Napoli,Serie A,37,15,7,22
2013,Raffael,Second Striker,28,Bor. M'gladbach,Bundesliga,34,14,8,22
2013,Franck Ribéry,Left Winger,30,Bayern Munich,Bundesliga,22,10,12,22
2013,James Rodríguez,Attacking Midfield,21,Monaco,Ligue 1,34,9,13,22
2013,Cesc Fàbregas,Central Midfield,26,Barcelona,LaLiga,36,8,14,22
2013,Ángel Di María,Right Winger,25,Real Madrid,LaLiga,34,4,18,22
2013,Wilfried Bony,Centre-Forward,24,Swansea,Championship,34,17,4,21
2013,Wissam Ben Yedder,Centre-Forward,22,Toulouse,Ligue 1,38,16,5,21
2013,Edinson Cavani,Centre-Forward,26,Paris SG,Ligue 1,30,16,5,21
2013,Salomon Kalou,Left Winger,27,LOSC Lille,Ligue 1,38,16,5,21
2014,Cristiano Ronaldo,Centre-Forward,29,Real Madrid,LaLiga,35,48,17,65
2014,Lionel Messi,Right Winger,27,Barcelona,LaLiga,38,43,21,64
2014,Alexandre Lacazette,Centre-Forward,23,Olympique Lyon,Ligue 1,33,27,8,35
2014,Sergio Agüero,Centre-Forward,26,Man City,Premier League,33,26,8,34
2014,Luis Suárez,Centre-Forward,27,Barcelona,LaLiga,27,16,16,32
2014,Neymar,Left Winger,22,Barcelona,LaLiga,33,22,9,31
2014,Kevin De Bruyne,Attacking Midfield,23,VfL Wolfsburg,Bundesliga,34,10,21,31
2014,Mauro Icardi,Centre-Forward,21,Inter,Serie A,36,22,8,30
2014,Dimitri Payet,Attacking Midfield,27,Marseille,Ligue 1,36,7,21,28
2014,Jackson Martínez,Centre-Forward,27,FC Porto,Liga Portugal,30,21,6,27
2014,Carlos Bacca,Centre-Forward,27,Sevilla FC,LaLiga,37,20,7,27
2014,Carlos Tevez,Second Striker,30,Juventus,Serie A,32,20,7,27
2014,Lima,Centre-Forward,31,Benfica,Liga Portugal,34,19,8,27
2014,Thomas Müller,Second Striker,24,Bayern Munich,Bundesliga,32,13,14,27
2014,Harry Kane,Centre-Forward,20,Tottenham,Premier League,34,21,5,26
2014,Jonas,Second Striker,30,Benfica,Liga Portugal,27,20,6,26
2014,Karim Benzema,Centre-Forward,26,Real Madrid,LaLiga,29,15,11,26
2014,Domenico Berardi,Right Winger,19,Sassuolo,Serie A,32,15,11,26
2014,James Rodríguez,Attacking Midfield,22,Real Madrid,LaLiga,29,13,13,26
2014,Nolito,Left Winger,27,Celta de Vigo,LaLiga,36,13,13,26
2014,Antoine Griezmann,Centre-Forward,23,Atlético Madrid,LaLiga,37,22,3,25
2014,Luca Toni,Centre-Forward,37,Hellas Verona,Serie A,38,22,3,25
2014,Zlatan Ibrahimović,Centre-Forward,32,Paris SG,Ligue 1,24,19,6,25
2014,Charlie Austin,Centre-Forward,24,QPR,Championship,35,18,7,25
2014,Gonzalo Higuaín,Centre-Forward,26,SSC Napoli,Serie A,37,18,7,25
2014,Nabil Fekir,Attacking Midfield,20,Olympique Lyon,Ligue 1,34,13,12,25
2014,Robert Lewandowski,Centre-Forward,25,Bayern Munich,Bundesliga,31,17,7,24
2014,Arjen Robben,Right Winger,30,Bayern Munich,Bundesliga,21,17,7,24
2014,Alexis Sánchez,Centre-Forward,25,Arsenal,Premier League,35,16,8,24
2014,Eden Hazard,Left Winger,23,Chelsea,Premier League,38,14,10,24
2014,André-Pierre Gignac,Centre-Forward,28,Marseille,Ligue 1,38,21,2,23
2014,Diego Costa,Centre-Forward,25,Chelsea,Premier League,26,20,3,23
2014,Pierre-Emerick Aubameyang,Centre-Forward,25,Bor. Dortmund,Bundesliga,33,16,7,23
2014,Sergio García,Centre-Forward,31,Espanyol,LaLiga2,35,14,9,23
2014,Paulo Dybala,Second Striker,20,US Palermo,Serie B,34,13,10,23
2014,David Silva,Attacking Midfield,28,Man City,Premier League,32,12,11,23
2014,Alexander Meier,Second Striker,31,E. Frankfurt,Bundesliga,26,19,3,22
2014,Gareth Bale,Right Winger,24,Real Madrid,LaLiga,31,13,9,22
2014,Antonio Candreva,Right Midfield,27,Lazio,Serie A,34,10,12,22
2014,Cesc Fàbregas,Central Midfield,27,Chelsea,Premier League,34,3,19,22
2014,Max Gradel,Left Winger,26,Saint-Étienne,Ligue 2,31,17,4,21
2014,Alberto Bueno,Second Striker,26,Rayo Vallecano,LaLiga,36,17,4,21
2014,Claudio Beauvue,Centre-Forward,26,Guingamp,Ligue 2,36,17,4,21
2014,Jonathas,Centre-Forward,25,Elche CF,LaLiga2,34,14,7,21
2014,Antonio Di Natale,Centre-Forward,36,Udinese Calcio,Serie A,33,14,7,21
2014,Karim Bellarabi,Right Winger,24,B. Leverkusen,Bundesliga,33,12,9,21
2014,Franco Vázquez,Attacking Midfield,25,US Palermo,Serie B,37,10,11,21
2014,Zlatko Junuzovic,Central Midfield,26,Werder Bremen,Bundesliga,33,6,15,21
2014,Bas Dost,Centre-Forward,25,VfL Wolfsburg,Bundesliga,21,16,4,20
2015,Luis Suárez,Centre-Forward,28,Barcelona,LaLiga,35,40,18,58
2015,Zlatan Ibrahimović,Centre-Forward,33,Paris SG,Ligue 1,31,38,13,51
2015,Cristiano Ronaldo,Centre-Forward,30,Real Madrid,LaLiga,36,35,11,46
2015,Jonas,Second Striker,31,Benfica,Liga Portugal,34,32,14,46
2015,Lionel Messi,Right Winger,28,Barcelona,LaLiga,33,26,16,42
2015,Neymar,Left Winger,23,Barcelona,LaLiga,34,24,16,40
2015,Gonzalo Higuaín,Centre-Forward,27,SSC Napoli,Serie A,35,36,2,38
2015,Robert Lewandowski,Centre-Forward,26,Bayern Munich,Bundesliga,32,30,5,35
2015,Islam Slimani,Centre-Forward,27,Sporting CP,Liga Portugal,33,27,6,33
2015,Karim Benzema,Centre-Forward,27,Real Madrid,LaLiga,27,24,8,32
2015,Jamie Vardy,Centre-Forward,28,Leicester,Championship,36,24,8,32
2015,Pierre-Emerick Aubameyang,Centre-Forward,26,Bor. Dortmund,Bundesliga,31,25,6,31
2015,Henrikh Mkhitaryan,Central Midfield,26,Bor. Dortmund,Bundesliga,31,11,20,31
2015,Gareth Bale,Right Winger,25,Real Madrid,LaLiga,23,19,11,30
2015,Antoine Griezmann,Centre-Forward,24,Atlético Madrid,LaLiga,38,22,6,28
2015,Ángel Di María,Right Winger,27,Paris SG,Ligue 1,29,10,18,28
2015,Thomas Müller,Second Striker,25,Bayern Munich,Bundesliga,31,20,7,27
2015,Riyad Mahrez,Right Winger,24,Leicester,Championship,37,17,10,27
2015,Lucas Pérez,Centre-Forward,26,Dep. La Coruña,Primera Federación - Gr. I,36,17,10,27
2015,Harry Kane,Centre-Forward,21,Tottenham,Premier League,38,25,1,26
2015,Sergio Agüero,Centre-Forward,27,Man City,Premier League,30,24,2,26
2015,Aritz Aduriz,Centre-Forward,34,Athletic,LaLiga,34,20,6,26
2015,Paulo Dybala,Second Striker,21,Juventus,Serie A,34,19,7,26
2015,Michy Batshuayi,Centre-Forward,21,Marseille,Ligue 1,36,17,9,26
2015,Konstantinos Mitroglou,Centre-Forward,27,Benfica,Liga Portugal,32,20,5,25
2016,Romelu Lukaku,Centre-Forward,22,Everton,Premier League,37,18,7,25
2016,Mesut Özil,Attacking Midfield,26,Arsenal,Premier League,35,6,19,25
2016,Alexandre Lacazette,Centre-Forward,24,Olympique Lyon,Ligue 1,34,21,3,24
2016,Edinson Cavani,Centre-Forward,28,Paris SG,Ligue 1,32,19,5,24
2016,Hatem Ben Arfa,Attacking Midfield,28,OGC Nice,Ligue 1,34,17,6,23
2016,Raffael,Second Striker,30,Bor. M'gladbach,Bundesliga,31,13,10,23
2016,Borja Bastón,Centre-Forward,22,SD Eibar,LaLiga2,36,18,4,22
2016,Wissam Ben Yedder,Centre-Forward,24,Toulouse,Ligue 1,35,17,5,22
2016,Olivier Giroud,Centre-Forward,28,Arsenal,Premier League,38,16,6,22
2016,Rubén Castro,Centre-Forward,34,Real Betis,LaLiga,38,19,2,21
2016,Odion Ighalo,Centre-Forward,26,Watford,Championship,37,16,5,21
2016,Troy Deeney,Centre-Forward,27,Watford,Championship,38,13,8,21
2016,Lorenzo Insigne,Left Winger,24,SSC Napoli,Serie A,37,12,9,21
2016,Dimitri Payet,Attacking Midfield,28,West Ham,Premier League,30,9,12,21
2016,Salvador Agra,Right Winger,23,Nacional,Liga Sabseg,34,9,12,21
2016,Dusan Tadic,Left Winger,26,Southampton,Championship,34,8,13,21
2016,Bryan Ruiz,Attacking Midfield,29,Sporting CP,Liga Portugal,34,8,13,21
2016,Christian Eriksen,Attacking Midfield,23,Tottenham,Premier League,35,6,15,21
2016,Miguel Layún,Right-Back,27,Watford,Championship,30,6,15,21
2016,Carlos Bacca,Centre-Forward,28,AC Milan,Serie A,38,18,2,20
2016,Léo Bonatini,Centre-Forward,21,Estoril Praia,Liga Portugal,33,17,3,20
2016,Chicharito,Centre-Forward,27,B. Leverkusen,Bundesliga,29,17,3,20
2016,Mauro Icardi,Centre-Forward,22,Inter,Serie A,33,16,4,20
2016,Kévin Gameiro,Centre-Forward,28,Sevilla FC,LaLiga,31,16,4,20
2016,Mohamed Salah,Right Winger,23,AS Roma,Serie A,34,14,6,20
2016,Lionel Messi,Right Winger,29,Barcelona,LaLiga,34,37,12,49
2016,Luis Suárez,Centre-Forward,29,Barcelona,LaLiga,35,28,15,43
2016,Edin Dzeko,Centre-Forward,30,AS Roma,Serie A,37,29,12,41
2016,Bas Dost,Centre-Forward,27,Sporting CP,Liga Portugal,32,34,6,40
2016,Edinson Cavani,Centre-Forward,29,Paris SG,Ligue 1,36,35,4,39
2016,Dries Mertens,Second Striker,29,SSC Napoli,Serie A,35,28,9,37
2016,Robert Lewandowski,Centre-Forward,27,Bayern Munich,Bundesliga,33,30,6,36
2016,Harry Kane,Centre-Forward,22,Tottenham,Premier League,30,29,7,36
2016,Alexis Sánchez,Centre-Forward,27,Arsenal,Premier League,38,24,11,35
2016,Pierre-Emerick Aubameyang,Centre-Forward,27,Bor. Dortmund,Bundesliga,32,31,2,33
2016,Mauro Icardi,Centre-Forward,23,Inter,Serie A,34,24,8,32
2016,Alexandre Lacazette,Centre-Forward,25,Olympique Lyon,Ligue 1,30,28,3,31
2016,Andrea Belotti,Centre-Forward,22,Torino,Serie A,35,26,5,31
2016,Romelu Lukaku,Centre-Forward,23,Everton,Premier League,37,25,6,31
2016,Cristiano Ronaldo,Centre-Forward,31,Real Madrid,LaLiga,29,25,6,31
2016,Emil Forsberg,Attacking Midfield,24,RB Leipzig,Bundesliga,30,8,22,30
2016,Timo Werner,Centre-Forward,20,RB Leipzig,Bundesliga,31,21,7,28
2016,Diego Costa,Centre-Forward,27,Chelsea,Premier League,35,20,8,28
2016,Papu Gómez,Left Winger,28,Atalanta BC,Serie A,37,16,12,28
2016,Mohamed Salah,Right Winger,24,AS Roma,Serie A,31,15,13,28
2016,Anthony Modeste,Centre-Forward,28,1.FC Köln,Bundesliga,34,25,2,27
2016,Gonzalo Higuaín,Centre-Forward,28,Juventus,Serie A,38,24,3,27
2016,Dele Alli,Attacking Midfield,20,Tottenham,Premier League,37,18,9,27
2016,José Callejón,Right Winger,29,SSC Napoli,Serie A,37,14,13,27
2016,Neymar,Left Winger,24,Barcelona,LaLiga,30,13,14,27
2016,Ciro Immobile,Centre-Forward,26,Lazio,Serie A,36,23,3,26
2016,Radamel Falcao,Centre-Forward,30,Monaco,Ligue 1,29,21,5,26
2016,Lorenzo Insigne,Left Winger,25,SSC Napoli,Serie A,37,18,8,26
2016,Kylian Mbappé,Centre-Forward,17,Monaco,Ligue 1,29,15,11,26
2016,Florian Thauvin,Right Winger,23,Marseille,Ligue 1,38,15,10,25
2016,Kevin De Bruyne,Attacking Midfield,25,Man City,Premier League,36,6,19,25
2016,Sergio Agüero,Centre-Forward,28,Man City,Premier League,31,20,4,24
2016,Antoine Griezmann,Centre-Forward,25,Atlético Madrid,LaLiga,36,16,8,24
2016,Arjen Robben,Right Winger,32,Bayern Munich,Bundesliga,26,13,11,24
2016,Christian Eriksen,Attacking Midfield,24,Tottenham,Premier League,36,8,16,24
2016,Bafétimbi Gomis,Centre-Forward,30,Marseille,Ligue 1,31,20,3,23
2016,Iago Aspas,Centre-Forward,28,Celta de Vigo,LaLiga,32,19,4,23
2016,Andrej Kramaric,Centre-Forward,25,TSG Hoffenheim,Bundesliga,34,15,8,23
2016,Tiquinho Soares,Centre-Forward,25,FC Porto,Liga Portugal,31,19,3,22
2016,Zlatan Ibrahimović,Centre-Forward,34,Man Utd,Premier League,28,17,5,22
2016,André Silva,Centre-Forward,20,FC Porto,Liga Portugal,32,16,6,22
2016,Max Kruse,Second Striker,28,Werder Bremen,Bundesliga,23,15,7,22
2016,Heung-min Son,Left Winger,23,Tottenham,Premier League,34,14,8,22
2016,Gylfi Sigurdsson,Attacking Midfield,26,Swansea,Championship,38,9,13,22
2016,Eden Hazard,Left Winger,25,Chelsea,Premier League,36,16,5,21
2016,Moussa Marega,Centre-Forward,25,Vit. Guimarães,Liga Portugal,25,13,8,21
2016,Marek Hamsik,Central Midfield,28,SSC Napoli,Serie A,38,12,9,21
2016,Roberto Firmino,Centre-Forward,24,Liverpool,Premier League,35,11,10,21
2016,Loïs Diony,Centre-Forward,23,Dijon,Championnat National,35,11,10,21
2016,Pablo Piatti,Left Winger,27,Espanyol,LaLiga2,30,10,11,21
2017,Lionel Messi,Right Winger,30,Barcelona,LaLiga,36,34,14,48
2017,Mohamed Salah,Right Winger,25,Liverpool,Premier League,36,32,11,43
2017,Jonas,Second Striker,33,Benfica,Liga Portugal,30,34,6,40
2017,Luis Suárez,Centre-Forward,30,Barcelona,LaLiga,33,25,13,38
2017,Ciro Immobile,Centre-Forward,27,Lazio,Serie A,33,29,8,37
2017,Edinson Cavani,Centre-Forward,30,Paris SG,Ligue 1,32,28,7,35
2017,Harry Kane,Centre-Forward,23,Tottenham,Premier League,37,30,3,33
2017,Florian Thauvin,Right Winger,24,Marseille,Ligue 1,35,22,11,33
2017,Raheem Sterling,Left Winger,22,Man City,Premier League,33,18,15,33
2017,Neymar,Left Winger,25,Paris SG,Ligue 1,20,19,13,32
2017,Memphis Depay,Centre-Forward,23,Olympique Lyon,Ligue 1,36,19,13,32
2017,Robert Lewandowski,Centre-Forward,28,Bayern Munich,Bundesliga,30,29,2,31
2017,Bas Dost,Centre-Forward,28,Sporting CP,Liga Portugal,30,27,4,31
2017,Cristiano Ronaldo,Centre-Forward,32,Real Madrid,LaLiga,27,26,5,31
2017,Mauro Icardi,Centre-Forward,24,Inter,Serie A,34,29,1,30
2017,Pierre-Emerick Aubameyang,Centre-Forward,28,Arsenal,Premier League,29,23,7,30
2017,Antoine Griezmann,Centre-Forward,26,Atlético Madrid,LaLiga,32,19,9,28
2017,Paulo Dybala,Second Striker,23,Juventus,Serie A,33,22,5,27
2017,Iago Aspas,Centre-Forward,29,Celta de Vigo,LaLiga,34,22,5,27
2017,Sergio Agüero,Centre-Forward,29,Man City,Premier League,25,21,6,27
2017,Moussa Marega,Centre-Forward,26,FC Porto,Liga Portugal,29,22,4,26
2017,Philippe Coutinho,Left Winger,25,Barcelona,LaLiga,32,14,12,26
2017,Nabil Fekir,Attacking Midfield,23,Olympique Lyon,Ligue 1,30,18,7,25
2017,Luis Alberto,Central Midfield,24,Lazio,Serie A,34,11,14,25
2017,Leroy Sané,Right Winger,21,Man City,Premier League,32,10,15,25
2017,Fabio Quagliarella,Centre-Forward,34,Sampdoria,Serie B,35,19,5,24
2017,Dries Mertens,Second Striker,30,SSC Napoli,Serie A,38,18,6,24
2017,Kevin De Bruyne,Attacking Midfield,26,Man City,Premier League,37,8,16,24
2017,Thomas Müller,Second Striker,27,Bayern Munich,Bundesliga,29,8,16,24
2017,Maxi Gómez,Centre-Forward,20,Celta de Vigo,LaLiga,36,18,5,23
2017,Mariano Díaz,Centre-Forward,23,Olympique Lyon,Ligue 1,34,18,5,23
2017,Radamel Falcao,Centre-Forward,31,Monaco,Ligue 1,26,18,5,23
2017,Karl Toko Ekambi,Centre-Forward,24,Angers SCO,Ligue 2,37,17,6,23
2017,Romelu Lukaku,Centre-Forward,24,Man Utd,Premier League,34,16,7,23
2017,Rodrigo,Centre-Forward,26,Valencia,LaLiga,37,16,7,23
2017,Riyad Mahrez,Right Winger,26,Leicester,Championship,36,12,11,23
2017,Alassane Plea,Centre-Forward,24,OGC Nice,Ligue 1,35,16,6,22
2017,Roberto Firmino,Centre-Forward,25,Liverpool,Premier League,37,15,7,22
2017,Rony Lopes,Right Winger,21,Monaco,Ligue 1,38,15,7,22
2017,Mark Uth,Centre-Forward,25,TSG Hoffenheim,Bundesliga,31,14,8,22
2017,Ivan Perisic,Left Midfield,28,Inter,Serie A,37,11,11,22
2017,Cristhian Stuani,Centre-Forward,30,Girona,LaLiga,33,21,0,21
2017,Jamie Vardy,Centre-Forward,30,Leicester,Championship,37,20,1,21
2017,Carlos Bacca,Centre-Forward,30,Villarreal,LaLiga,35,15,6,21
2017,Fabrício,Left Winger,27,Portimonense,Liga Portugal,29,15,6,21
2017,Timo Werner,Centre-Forward,21,RB Leipzig,Bundesliga,32,13,8,21
2017,Andrej Kramaric,Centre-Forward,26,TSG Hoffenheim,Bundesliga,34,13,8,21
2017,Christian Eriksen,Attacking Midfield,25,Tottenham,Premier League,37,10,11,21
2017,Shoya Nakajima,Attacking Midfield,22,Portimonense,Liga Portugal,29,10,11,21
2017,José Callejón,Right Winger,30,SSC Napoli,Serie A,38,10,11,21
2018,Lionel Messi,Right Winger,31,Barcelona,LaLiga,34,36,14,50
2018,Kylian Mbappé,Centre-Forward,19,Paris SG,Ligue 1,29,33,9,42
2018,Fabio Quagliarella,Centre-Forward,35,Sampdoria,Serie B,37,26,7,33
2018,Nicolas Pépé,Right Winger,23,LOSC Lille,Ligue 1,38,22,11,33
2018,Bruno Fernandes,Attacking Midfield,23,Sporting CP,Liga Portugal,33,20,13,33
2018,Mohamed Salah,Right Winger,26,Liverpool,Premier League,38,22,10,32
2018,Robert Lewandowski,Centre-Forward,29,Bayern Munich,Bundesliga,33,22,10,32
2018,Eden Hazard,Left Winger,27,Chelsea,Premier League,37,16,15,31
2018,Pizzi,Attacking Midfield,28,Benfica,Liga Portugal,34,13,18,31
2018,Duván Zapata,Centre-Forward,27,Atalanta BC,Serie A,37,23,7,30
2018,Cristiano Ronaldo,Centre-Forward,33,Juventus,Serie A,31,21,9,30
2018,Jadon Sancho,Left Winger,18,Bor. Dortmund,Bundesliga,34,12,18,30
2018,Haris Seferovic,Centre-Forward,26,Benfica,Liga Portugal,29,23,5,28
2018,Karim Benzema,Centre-Forward,30,Real Madrid,LaLiga,36,21,7,28
2018,Sergio Agüero,Centre-Forward,30,Man City,Premier League,33,21,7,28
2018,Raheem Sterling,Left Winger,23,Man City,Premier League,34,17,11,28
